>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Val: [58][1560/1691]	Time 0.031 (0.034)	Loss 0.2786 (0.1671)
>> Val: [58][1570/1691]	Time 0.038 (0.034)	Loss 0.2080 (0.1672)
>> Val: [58][1580/1691]	Time 0.032 (0.034)	Loss 0.1218 (0.1670)
>> Val: [58][1590/1691]	Time 0.028 (0.034)	Loss 0.1654 (0.1670)
>> Val: [58][1600/1691]	Time 0.035 (0.034)	Loss 0.0980 (0.1671)
>> Val: [58][1610/1691]	Time 0.029 (0.034)	Loss 0.1821 (0.1672)
>> Val: [58][1620/1691]	Time 0.034 (0.034)	Loss 0.1378 (0.1673)
>> Val: [58][1630/1691]	Time 0.032 (0.034)	Loss 0.0750 (0.1672)
>> Val: [58][1640/1691]	Time 0.032 (0.034)	Loss 0.0997 (0.1672)
>> Val: [58][1650/1691]	Time 0.034 (0.034)	Loss 0.2615 (0.1675)
>> Val: [58][1660/1691]	Time 0.028 (0.034)	Loss 0.1663 (0.1676)
>> Val: [58][1670/1691]	Time 0.029 (0.034)	Loss 0.1135 (0.1676)
>> Val: [58][1680/1691]	Time 0.032 (0.034)	Loss 0.2275 (0.1678)
>> Val: [58][1690/1691]	Time 0.032 (0.034)	Loss 0.1484 (0.1678)
>> Val: [58][1691/1691]	Time 0.026 (0.034)	Loss 0.1095 (0.1678)
>> roxford5k: mAP E: 68.29, M: 51.94, H: 24.24
>> roxford5k: mP@k[1, 5, 10] E: [85.29 81.1  74.63], M: [84.29 78.76 72.62], H: [51.43 42.57 37.43]
>> rparis6k: mAP E: 77.58, M: 60.17, H: 32.26
>> rparis6k: mP@k[1, 5, 10] E: [94.29 92.95 91.52], M: [94.29 96.29 95.  ], H: [81.43 77.71 72.  ]
>> Train: [59][1/2000]	Time 0.735 (0.735)	Data 0.636 (0.636)	Loss 0.1109 (0.1109)
>> Train: [59][10/2000]	Time 0.087 (0.161)	Data 0.000 (0.064)	Loss 0.0689 (0.1580)
>> Train: [59][20/2000]	Time 0.088 (0.128)	Data 0.000 (0.032)	Loss 0.2111 (0.1503)
>> Train: [59][30/2000]	Time 0.096 (0.116)	Data 0.000 (0.021)	Loss 0.0434 (0.1351)
>> Train: [59][40/2000]	Time 0.104 (0.111)	Data 0.000 (0.016)	Loss 0.1016 (0.1350)
>> Train: [59][50/2000]	Time 0.067 (0.106)	Data 0.000 (0.013)	Loss 0.0846 (0.1353)
>> Train: [59][60/2000]	Time 0.096 (0.105)	Data 0.001 (0.011)	Loss 0.1920 (0.1406)
>> Train: [59][70/2000]	Time 0.106 (0.103)	Data 0.000 (0.009)	Loss 0.1323 (0.1449)
>> Train: [59][80/2000]	Time 0.089 (0.102)	Data 0.000 (0.008)	Loss 0.1196 (0.1444)
>> Train: [59][90/2000]	Time 0.100 (0.101)	Data 0.000 (0.007)	Loss 0.1694 (0.1441)
>> Train: [59][100/2000]	Time 0.091 (0.101)	Data 0.000 (0.007)	Loss 0.1733 (0.1494)
>> Train: [59][110/2000]	Time 0.089 (0.100)	Data 0.000 (0.006)	Loss 0.1325 (0.1497)
>> Train: [59][120/2000]	Time 0.090 (0.099)	Data 0.000 (0.005)	Loss 0.1790 (0.1519)
>> Train: [59][130/2000]	Time 0.091 (0.099)	Data 0.000 (0.005)	Loss 0.1518 (0.1521)
>> Train: [59][140/2000]	Time 0.101 (0.099)	Data 0.000 (0.005)	Loss 0.1661 (0.1513)
>> Train: [59][150/2000]	Time 0.094 (0.098)	Data 0.000 (0.004)	Loss 0.2174 (0.1560)
>> Train: [59][160/2000]	Time 0.089 (0.097)	Data 0.000 (0.004)	Loss 0.0904 (0.1550)
>> Train: [59][170/2000]	Time 0.091 (0.097)	Data 0.000 (0.004)	Loss 0.1404 (0.1551)
>> Train: [59][180/2000]	Time 0.100 (0.097)	Data 0.000 (0.004)	Loss 0.1843 (0.1580)
>> Train: [59][190/2000]	Time 0.094 (0.097)	Data 0.000 (0.003)	Loss 0.0469 (0.1561)
>> Train: [59][200/2000]	Time 0.093 (0.097)	Data 0.000 (0.003)	Loss 0.1578 (0.1551)
>> Train: [59][210/2000]	Time 0.092 (0.097)	Data 0.000 (0.003)	Loss 0.1878 (0.1550)
>> Train: [59][220/2000]	Time 0.077 (0.097)	Data 0.000 (0.003)	Loss 0.2140 (0.1548)
>> Train: [59][230/2000]	Time 0.088 (0.097)	Data 0.000 (0.003)	Loss 0.0763 (0.1540)
>> Train: [59][240/2000]	Time 0.107 (0.096)	Data 0.000 (0.003)	Loss 0.1257 (0.1533)
>> Train: [59][250/2000]	Time 0.090 (0.096)	Data 0.000 (0.003)	Loss 0.2746 (0.1539)
>> Train: [59][260/2000]	Time 0.096 (0.096)	Data 0.000 (0.003)	Loss 0.2202 (0.1546)
>> Train: [59][270/2000]	Time 0.086 (0.096)	Data 0.000 (0.002)	Loss 0.3410 (0.1551)
>> Train: [59][280/2000]	Time 0.089 (0.096)	Data 0.000 (0.002)	Loss 0.1075 (0.1538)
>> Train: [59][290/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.3268 (0.1535)
>> Train: [59][300/2000]	Time 0.094 (0.096)	Data 0.000 (0.002)	Loss 0.0793 (0.1531)
>> Train: [59][310/2000]	Time 0.099 (0.096)	Data 0.000 (0.002)	Loss 0.0529 (0.1542)
>> Train: [59][320/2000]	Time 0.086 (0.096)	Data 0.000 (0.002)	Loss 0.1488 (0.1538)
>> Train: [59][330/2000]	Time 0.107 (0.096)	Data 0.000 (0.002)	Loss 0.1252 (0.1548)
>> Train: [59][340/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.1422 (0.1544)
>> Train: [59][350/2000]	Time 0.100 (0.096)	Data 0.000 (0.002)	Loss 0.2620 (0.1550)
>> Train: [59][360/2000]	Time 0.085 (0.096)	Data 0.000 (0.002)	Loss 0.1905 (0.1553)
>> Train: [59][370/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.0601 (0.1544)
>> Train: [59][380/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.2314 (0.1558)
>> Train: [59][390/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.1287 (0.1562)
>> Train: [59][400/2000]	Time 0.107 (0.096)	Data 0.000 (0.002)	Loss 0.1316 (0.1566)
>> Train: [59][410/2000]	Time 0.085 (0.096)	Data 0.000 (0.002)	Loss 0.0669 (0.1563)
>> Train: [59][420/2000]	Time 0.082 (0.096)	Data 0.000 (0.002)	Loss 0.2203 (0.1571)
>> Train: [59][430/2000]	Time 0.091 (0.096)	Data 0.000 (0.002)	Loss 0.1720 (0.1571)
>> Train: [59][440/2000]	Time 0.094 (0.096)	Data 0.000 (0.002)	Loss 0.1839 (0.1567)
>> Train: [59][450/2000]	Time 0.099 (0.095)	Data 0.000 (0.002)	Loss 0.0951 (0.1575)
>> Train: [59][460/2000]	Time 0.094 (0.095)	Data 0.000 (0.002)	Loss 0.2115 (0.1579)
>> Train: [59][470/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0797 (0.1578)
>> Train: [59][480/2000]	Time 0.090 (0.096)	Data 0.000 (0.001)	Loss 0.1992 (0.1577)
>> Train: [59][490/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1283 (0.1570)
>> Train: [59][500/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0986 (0.1569)
>> Train: [59][510/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1883 (0.1573)
>> Train: [59][520/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.1538 (0.1578)
>> Train: [59][530/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1256 (0.1576)
>> Train: [59][540/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1378 (0.1579)
>> Train: [59][550/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.2841 (0.1576)
>> Train: [59][560/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.1856 (0.1579)
>> Train: [59][570/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.1101 (0.1578)
>> Train: [59][580/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.4091 (0.1578)
>> Train: [59][590/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.2349 (0.1580)
>> Train: [59][600/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1960 (0.1578)
>> Train: [59][610/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1518 (0.1579)
>> Train: [59][620/2000]	Time 0.107 (0.095)	Data 0.000 (0.001)	Loss 0.0600 (0.1581)
>> Train: [59][630/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1648 (0.1574)
>> Train: [59][640/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1005 (0.1576)
>> Train: [59][650/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0923 (0.1571)
>> Train: [59][660/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.0386 (0.1563)
>> Train: [59][670/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1189 (0.1565)
>> Train: [59][680/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1565 (0.1566)
>> Train: [59][690/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.3083 (0.1567)
>> Train: [59][700/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.2035 (0.1567)
>> Train: [59][710/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2102 (0.1568)
>> Train: [59][720/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.1642 (0.1567)
>> Train: [59][730/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.2683 (0.1569)
>> Train: [59][740/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.0862 (0.1569)
>> Train: [59][750/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.1334 (0.1570)
>> Train: [59][760/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.2166 (0.1574)
>> Train: [59][770/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1078 (0.1571)
>> Train: [59][780/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.0621 (0.1568)
>> Train: [59][790/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0875 (0.1568)
>> Train: [59][800/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.1542 (0.1568)
>> Train: [59][810/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.0624 (0.1568)
>> Train: [59][820/2000]	Time 0.106 (0.095)	Data 0.000 (0.001)	Loss 0.0771 (0.1565)
>> Train: [59][830/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1577 (0.1562)
>> Train: [59][840/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1359 (0.1560)
>> Train: [59][850/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1197 (0.1563)
>> Train: [59][860/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.0552 (0.1561)
>> Train: [59][870/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.3334 (0.1566)
>> Train: [59][880/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.0724 (0.1566)
>> Train: [59][890/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0978 (0.1566)
>> Train: [59][900/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.0384 (0.1564)
>> Train: [59][910/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.0890 (0.1566)
>> Train: [59][920/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.0563 (0.1567)
>> Train: [59][930/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1147 (0.1575)
>> Train: [59][940/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.1187 (0.1574)
>> Train: [59][950/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0895 (0.1573)
>> Train: [59][960/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1685 (0.1573)
>> Train: [59][970/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1170 (0.1570)
>> Train: [59][980/2000]	Time 0.085 (0.095)	Data 0.000 (0.001)	Loss 0.3807 (0.1569)
>> Train: [59][990/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.2736 (0.1570)
>> Train: [59][1000/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.1044 (0.1565)
>> Train: [59][1010/2000]	Time 0.108 (0.095)	Data 0.000 (0.001)	Loss 0.2094 (0.1568)
>> Train: [59][1020/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0372 (0.1565)
>> Train: [59][1030/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.1170 (0.1569)
>> Train: [59][1040/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.0904 (0.1567)
>> Train: [59][1050/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0904 (0.1565)
>> Train: [59][1060/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.1485 (0.1565)
>> Train: [59][1070/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.2108 (0.1566)
>> Train: [59][1080/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1007 (0.1566)
>> Train: [59][1090/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1506 (0.1562)
>> Train: [59][1100/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1053 (0.1562)
>> Train: [59][1110/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1639 (0.1561)
>> Train: [59][1120/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1907 (0.1561)
>> Train: [59][1130/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1787 (0.1559)
>> Train: [59][1140/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0477 (0.1558)
>> Train: [59][1150/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1460 (0.1557)
>> Train: [59][1160/2000]	Time 0.113 (0.095)	Data 0.000 (0.001)	Loss 0.1718 (0.1556)
>> Train: [59][1170/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.0131 (0.1555)
>> Train: [59][1180/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1873 (0.1554)
>> Train: [59][1190/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.3798 (0.1554)
>> Train: [59][1200/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.1313 (0.1554)
>> Train: [59][1210/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.0789 (0.1553)
>> Train: [59][1220/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1167 (0.1553)
>> Train: [59][1230/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0384 (0.1553)
>> Train: [59][1240/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.1796 (0.1552)
>> Train: [59][1250/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.2290 (0.1552)
>> Train: [59][1260/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0691 (0.1550)
>> Train: [59][1270/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1049 (0.1550)
>> Train: [59][1280/2000]	Time 0.085 (0.095)	Data 0.000 (0.001)	Loss 0.2334 (0.1549)
>> Train: [59][1290/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1671 (0.1549)
>> Train: [59][1300/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0745 (0.1548)
>> Train: [59][1310/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.0706 (0.1548)
>> Train: [59][1320/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1041 (0.1546)
>> Train: [59][1330/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.2301 (0.1546)
>> Train: [59][1340/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.2138 (0.1545)
>> Train: [59][1350/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.2557 (0.1547)
>> Train: [59][1360/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1713 (0.1544)
>> Train: [59][1370/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.1619 (0.1545)
>> Train: [59][1380/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.2266 (0.1547)
>> Train: [59][1390/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1385 (0.1546)
>> Train: [59][1400/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1504 (0.1549)
>> Train: [59][1410/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.1495 (0.1549)
>> Train: [59][1420/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.1277 (0.1549)
>> Train: [59][1430/2000]	Time 0.108 (0.095)	Data 0.000 (0.001)	Loss 0.2494 (0.1552)
>> Train: [59][1440/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.0764 (0.1551)
>> Train: [59][1450/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.2108 (0.1551)
>> Train: [59][1460/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.2230 (0.1550)
>> Train: [59][1470/2000]	Time 0.085 (0.095)	Data 0.000 (0.001)	Loss 0.2045 (0.1551)
>> Train: [59][1480/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.1629 (0.1552)
>> Train: [59][1490/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.0889 (0.1550)
>> Train: [59][1500/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.1728 (0.1550)
>> Train: [59][1510/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0909 (0.1552)
>> Train: [59][1520/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.1809 (0.1553)
>> Train: [59][1530/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.2012 (0.1554)
>> Train: [59][1540/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1309 (0.1554)
>> Train: [59][1550/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.0769 (0.1552)
>> Train: [59][1560/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.0836 (0.1551)
>> Train: [59][1570/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1165 (0.1552)
>> Train: [59][1580/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1196 (0.1552)
>> Train: [59][1590/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.2229 (0.1551)
>> Train: [59][1600/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.1720 (0.1552)
>> Train: [59][1610/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1031 (0.1551)
>> Train: [59][1620/2000]	Time 0.076 (0.095)	Data 0.000 (0.001)	Loss 0.0836 (0.1552)
>> Train: [59][1630/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1172 (0.1551)
>> Train: [59][1640/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.1668 (0.1550)
>> Train: [59][1650/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1163 (0.1551)
>> Train: [59][1660/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.0947 (0.1550)
>> Train: [59][1670/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.0850 (0.1546)
>> Train: [59][1680/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1459 (0.1546)
>> Train: [59][1690/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.2345 (0.1546)
>> Train: [59][1700/2000]	Time 0.080 (0.095)	Data 0.000 (0.001)	Loss 0.0748 (0.1544)
>> Train: [59][1710/2000]	Time 0.075 (0.095)	Data 0.000 (0.001)	Loss 0.0632 (0.1542)
>> Train: [59][1720/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.0778 (0.1540)
>> Train: [59][1730/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0944 (0.1538)
>> Train: [59][1740/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.1775 (0.1538)
>> Train: [59][1750/2000]	Time 0.076 (0.095)	Data 0.000 (0.001)	Loss 0.2019 (0.1537)
>> Train: [59][1760/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0966 (0.1535)
>> Train: [59][1770/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.2258 (0.1535)
>> Train: [59][1780/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1735 (0.1537)
>> Train: [59][1790/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.4562 (0.1538)
>> Train: [59][1800/2000]	Time 0.103 (0.095)	Data 0.000 (0.000)	Loss 0.0798 (0.1538)
>> Train: [59][1810/2000]	Time 0.100 (0.095)	Data 0.000 (0.000)	Loss 0.1860 (0.1535)
>> Train: [59][1820/2000]	Time 0.105 (0.095)	Data 0.000 (0.000)	Loss 0.1253 (0.1535)
>> Train: [59][1830/2000]	Time 0.076 (0.095)	Data 0.000 (0.000)	Loss 0.2144 (0.1534)
>> Train: [59][1840/2000]	Time 0.088 (0.095)	Data 0.000 (0.000)	Loss 0.0436 (0.1532)
>> Train: [59][1850/2000]	Time 0.100 (0.095)	Data 0.000 (0.000)	Loss 0.1951 (0.1533)
>> Train: [59][1860/2000]	Time 0.095 (0.095)	Data 0.000 (0.000)	Loss 0.0708 (0.1534)
>> Train: [59][1870/2000]	Time 0.098 (0.095)	Data 0.000 (0.000)	Loss 0.0733 (0.1532)
>> Train: [59][1880/2000]	Time 0.090 (0.095)	Data 0.000 (0.000)	Loss 0.0545 (0.1531)
>> Train: [59][1890/2000]	Time 0.108 (0.095)	Data 0.000 (0.000)	Loss 0.1667 (0.1531)
>> Train: [59][1900/2000]	Time 0.104 (0.095)	Data 0.000 (0.000)	Loss 0.0990 (0.1531)
>> Train: [59][1910/2000]	Time 0.092 (0.095)	Data 0.000 (0.000)	Loss 0.2188 (0.1530)
>> Train: [59][1920/2000]	Time 0.096 (0.095)	Data 0.000 (0.000)	Loss 0.0343 (0.1529)
>> Train: [59][1930/2000]	Time 0.086 (0.095)	Data 0.000 (0.000)	Loss 0.1572 (0.1528)
>> Train: [59][1940/2000]	Time 0.080 (0.094)	Data 0.000 (0.000)	Loss 0.1155 (0.1528)
>> Train: [59][1950/2000]	Time 0.085 (0.094)	Data 0.000 (0.000)	Loss 0.1539 (0.1527)
>> Train: [59][1960/2000]	Time 0.098 (0.094)	Data 0.000 (0.000)	Loss 0.1237 (0.1526)
>> Train: [59][1970/2000]	Time 0.085 (0.094)	Data 0.000 (0.000)	Loss 0.2172 (0.1526)
>> Train: [59][1980/2000]	Time 0.094 (0.094)	Data 0.000 (0.000)	Loss 0.1255 (0.1527)
>> Train: [59][1990/2000]	Time 0.095 (0.094)	Data 0.000 (0.000)	Loss 0.1528 (0.1526)
>> Train: [59][2000/2000]	Time 0.096 (0.094)	Data 0.000 (0.000)	Loss 0.0959 (0.1525)
>> Val: [59][1/1691]	Time 0.630 (0.630)	Loss 0.1352 (0.1352)
>> Val: [59][10/1691]	Time 0.036 (0.098)	Loss 0.0767 (0.1731)
>> Val: [59][20/1691]	Time 0.030 (0.065)	Loss 0.2809 (0.1777)
>> Val: [59][30/1691]	Time 0.029 (0.054)	Loss 0.1412 (0.1835)
>> Val: [59][40/1691]	Time 0.035 (0.049)	Loss 0.1155 (0.1814)
>> Val: [59][50/1691]	Time 0.028 (0.046)	Loss 0.3362 (0.1864)
>> Val: [59][60/1691]	Time 0.031 (0.043)	Loss 0.2104 (0.1889)
>> Val: [59][70/1691]	Time 0.035 (0.042)	Loss 0.0930 (0.1824)
>> Val: [59][80/1691]	Time 0.028 (0.041)	Loss 0.2125 (0.1815)
>> Val: [59][90/1691]	Time 0.031 (0.040)	Loss 0.1501 (0.1778)
>> Val: [59][100/1691]	Time 0.037 (0.039)	Loss 0.1687 (0.1749)
>> Val: [59][110/1691]	Time 0.031 (0.039)	Loss 0.1380 (0.1728)
>> Val: [59][120/1691]	Time 0.030 (0.038)	Loss 0.3074 (0.1764)
>> Val: [59][130/1691]	Time 0.031 (0.038)	Loss 0.0785 (0.1756)
>> Val: [59][140/1691]	Time 0.035 (0.038)	Loss 0.1445 (0.1764)
>> Val: [59][150/1691]	Time 0.024 (0.037)	Loss 0.0580 (0.1754)
>> Val: [59][160/1691]	Time 0.032 (0.037)	Loss 0.2142 (0.1737)
>> Val: [59][170/1691]	Time 0.035 (0.037)	Loss 0.1238 (0.1712)
>> Val: [59][180/1691]	Time 0.035 (0.036)	Loss 0.1123 (0.1690)
>> Val: [59][190/1691]	Time 0.035 (0.036)	Loss 0.1879 (0.1690)
>> Val: [59][200/1691]	Time 0.031 (0.036)	Loss 0.2121 (0.1687)
>> Val: [59][210/1691]	Time 0.032 (0.036)	Loss 0.2898 (0.1702)
>> Val: [59][220/1691]	Time 0.036 (0.036)	Loss 0.1031 (0.1695)
>> Val: [59][230/1691]	Time 0.033 (0.036)	Loss 0.1921 (0.1701)
>> Val: [59][240/1691]	Time 0.036 (0.036)	Loss 0.1474 (0.1704)
>> Val: [59][250/1691]	Time 0.042 (0.036)	Loss 0.1421 (0.1698)
>> Val: [59][260/1691]	Time 0.034 (0.035)	Loss 0.2360 (0.1696)
>> Val: [59][270/1691]	Time 0.032 (0.035)	Loss 0.1169 (0.1701)
>> Val: [59][280/1691]	Time 0.035 (0.035)	Loss 0.1041 (0.1702)
>> Val: [59][290/1691]	Time 0.032 (0.035)	Loss 0.1636 (0.1699)
>> Val: [59][300/1691]	Time 0.027 (0.035)	Loss 0.1875 (0.1704)
>> Val: [59][310/1691]	Time 0.033 (0.035)	Loss 0.1060 (0.1702)
>> Val: [59][320/1691]	Time 0.035 (0.035)	Loss 0.1252 (0.1693)
>> Val: [59][330/1691]	Time 0.038 (0.035)	Loss 0.0880 (0.1687)
>> Val: [59][340/1691]	Time 0.026 (0.035)	Loss 0.2770 (0.1679)
